,tconst,title,runtime_minutes,genres,averagerating,numvotes,studio,foreign_gross,release_date,production_budget,domestic_gross_y,worldwide_gross,release_month,profit,ROI%,worldwide%
266,tt1229340,Anchorman 2: The Legend Continues,119.0,Comedy,6.3,156116,Par.,46300000.0,2013-12-18,50000000,127352707,172185754,December,122185754,144.371508,0.2603760529457042
268,tt2126235,Collide,99.0,"Action,Crime,Thriller",5.7,13288,ORF,2500000.0,2017-02-24,29200000,2280004,5466698,February,-23733302,-181.27843150684933,0.5829284880928122
269,tt1231583,Due Date,95.0,"Adventure,Comedy",6.5,303523,WB,111200000.0,2010-11-05,65000000,100539043,211739043,November,146739043,125.75237384615386,0.5251747548514234
270,tt1231587,Hot Tub Time Machine,101.0,"Comedy,Sci-Fi",6.4,153962,MGM,14300000.0,2010-03-26,36000000,50269859,65967750,March,29967750,-16.75625,0.2379631107624559
271,tt1232200,That's My Boy,116.0,Comedy,5.6,83009,Sony,20800000.0,2012-06-15,57500000,36931089,58085235,June,585235,-98.98219999999999,0.36419145071893055
272,tt1232829,21 Jump Street,109.0,"Action,Comedy,Crime",7.2,477771,Sony,63100000.0,2012-03-16,42000000,138447667,202812429,March,160812429,282.88673571428575,0.3173610331347099
273,tt1233192,Brighton Rock,111.0,"Crime,Drama,Thriller",5.7,5784,IFC,1600000.0,2011-08-26,11000000,229653,229653,August,-10770347,-197.91224545454546,0.0
274,tt1235170,The Future,91.0,"Drama,Fantasy,Romance",6.2,7648,RAtt.,0.0,2011-07-29,1000000,568662,1239174,July,239174,-76.0826,0.5410959235748974
275,tt1235189,Wild Target,98.0,"Action,Comedy,Crime",6.8,33915,Free,3300000.0,2010-10-29,8000000,109338,5314194,October,-2685806,-133.572575,0.9794252900816192
276,tt1235522,Broken City,109.0,"Crime,Drama,Thriller",6.2,71704,Fox,0.0,2013-01-18,35000000,19701164,34480045,January,-519955,-101.48558571428572,0.42862127935157857
277,tt1240982,Your Highness,102.0,"Adventure,Comedy,Fantasy",5.5,92940,Uni.,3300000.0,2011-04-08,50000000,21596445,26121638,April,-23878362,-147.756724,0.17323542267908315
278,tt1242432,I Spit on Your Grave,108.0,"Horror,Thriller",6.3,68592,Anch.,480000.0,2010-10-08,1750000,93051,1278471,October,-471529,-126.94451428571429,0.9272169646397924
279,tt1242460,We Need to Talk About Kevin,112.0,"Drama,Mystery,Thriller",7.5,123619,Osci.,4300000.0,2012-01-13,7000000,1738692,10765283,January,3765283,-46.21024285714286,0.8384908227679663
280,tt1243957,The Tourist,103.0,"Action,Adventure,Thriller",6.0,206714,Sony,210700000.0,2010-12-10,100000000,67631157,278731369,December,178731369,78.731369,0.7573607978081577
281,tt1243974,Aloha,105.0,"Comedy,Drama,Romance",5.4,54646,Sony,5200000.0,2015-05-29,37000000,21052030,25387091,May,-11612909,-131.38624054054054,0.17075847721190268
282,tt1244659,Extraordinary Measures,106.0,Drama,6.5,15673,CBS,3100000.0,2010-01-22,31000000,12482741,15826984,January,-15173016,-148.9452129032258,0.2113000809250834
283,tt1244754,Conviction,107.0,"Biography,Crime,Drama",7.2,39771,FoxS,2900000.0,2010-10-15,12500000,6797696,11826980,October,-673020,-105.38416,0.4252382264956904
285,tt1245534,Snatched,81.0,Comedy,5.5,61,Fox,15000000.0,2017-05-12,42000000,45852178,57852177,May,15852177,-62.256721428571424,0.20742519335097795
287,tt1247667,High School,99.0,Comedy,5.8,7060,Anch.,0.0,2012-06-01,10000000,139034,248133,June,-9751867,-197.51867000000001,0.4396795267054362
288,tt1250777,Kick-Ass,117.0,"Action,Comedy",7.6,497363,LGF,48100000.0,2010-04-16,28000000,48071303,97531134,April,69531134,148.32547857142856,0.5071183833461836
289,tt1253864,Immortals,110.0,"Action,Drama,Fantasy",6.0,152992,Rela.,143400000.0,2011-11-11,75000000,83504017,211562435,November,136562435,82.08324666666667,0.6052984689838723
290,tt1258972,The Man with the Iron Fists,95.0,Action,5.4,58185,Uni.,4099999.0,2012-11-02,15000000,15634090,22018988,November,7018988,-53.206746666666675,0.2899723638525077
291,tt1259521,The Cabin in the Woods,95.0,Horror,7.0,338445,LGF,24400000.0,2012-04-13,30000000,42073277,70689968,April,40689968,35.633226666666665,0.4048196909637871
292,tt1259528,Den of Thieves,140.0,"Action,Crime,Drama",7.0,69648,STX,35600000.0,2018-01-19,30000000,44947622,80131391,January,50131391,67.10463666666666,0.4390759795995554
293,tt1261945,Sex and the City 2,146.0,"Comedy,Drama,Romance",4.4,69199,WB (NL),193000000.0,2010-05-27,95000000,95347692,294680778,May,199680778,110.19029263157896,0.6764373548654062
294,tt1262416,Scream 4,111.0,"Horror,Mystery",6.2,118779,W/Dim.,59000000.0,2011-04-15,40000000,38180928,95989590,April,55989590,39.973975,0.6022388677772246
295,tt1265990,The Roommate,91.0,"Drama,Thriller",4.9,33062,SGem,3200000.0,2011-02-04,16000000,37300107,52545707,February,36545707,128.41066875,0.2901397824945052
296,tt1268799,A Very Harold & Kumar 3D Christmas,90.0,"Adventure,Comedy",6.3,62151,WB,326000.0,2011-11-04,20000000,35061031,36265745,November,16265745,-18.671275,0.03321906112779428
297,tt1270262,The Devil's Double,109.0,"Biography,Drama,Thriller",7.1,58342,LGF,0.0,2011-07-29,19100000,1361512,5965646,July,-13134354,-168.76625130890054,0.7717745907149033
298,tt1270761,Don't Be Afraid of the Dark,99.0,"Fantasy,Horror,Thriller",5.6,44490,FD,12900000.0,2011-08-26,25000000,24046682,39126427,August,14126427,-43.494292,0.3854107353068554
299,tt1270798,X-Men: First Class,131.0,"Action,Adventure,Sci-Fi",7.7,608930,Fox,207200000.0,2011-06-03,160000000,146408305,355408305,June,195408305,22.130190625,0.5880560388142871
300,tt1272878,2 Guns,109.0,"Action,Comedy,Crime",6.7,182025,Uni.,56300000.0,2013-08-02,61000000,75612460,132493015,August,71493015,17.20166393442623,0.42930983946587675
301,tt1273678,The Spy Next Door,94.0,"Action,Comedy,Family",5.5,36767,LGF,20900000.0,2010-01-15,28000000,24307106,46752858,January,18752858,-33.025507142857144,0.4800936875345674
302,tt1274300,The Tempest,110.0,"Comedy,Drama,Fantasy",5.4,7073,Mira.,68700.0,2010-12-10,20000000,277943,277943,December,-19722057,-198.610285,0.0
305,tt1276104,Looper,113.0,"Action,Crime,Drama",7.4,500595,TriS,110000000.0,2012-09-28,30000000,66486205,170466405,September,140466405,368.22135000000003,0.6099747337312592
306,tt1277953,Madagascar 3: Europe's Most Wanted,93.0,"Adventure,Animation,Comedy",6.8,146858,P/DW,530500000.0,2012-06-08,145000000,216391482,746921271,June,601921271,315.1181179310345,0.7102887675025124
307,tt1279935,Date Night,88.0,"Comedy,Crime,Romance",6.3,144683,Fox,53600000.0,2010-04-09,55000000,98711404,152269033,April,97269033,76.85278727272727,0.35173027597804474
308,tt1282140,Easy A,92.0,"Comedy,Drama,Romance",7.1,330125,SGem,16600000.0,2010-09-17,8000000,58401464,76200721,September,68200721,752.5090125,0.23358383971196284
309,tt1284575,Bad Teacher,92.0,"Comedy,Romance",5.7,181189,Sony,115900000.0,2011-06-24,19000000,100292856,215448997,June,196448997,933.9420894736842,0.5344937437791831
310,tt1285016,The Social Network,120.0,"Biography,Drama",7.7,568578,Sony,128000000.0,2010-10-01,40000000,96962694,224922135,October,184922135,362.3053375,0.5689055058987413
311,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,82.0,"Action,Comedy,Family",4.3,12642,WB,68900000.0,2010-07-30,85000000,43585753,113026383,July,28026383,-67.02778470588235,0.6143754064924823
312,tt1291584,Warrior,140.0,"Drama,Sport",8.2,403755,LGF,9400000.0,2011-09-09,25000000,13657115,24215385,September,-784615,-103.13846,0.4360149549552898
313,tt1294226,The Last Song,107.0,"Drama,Music,Romance",6.0,74914,BV,26100000.0,2010-03-31,20000000,62950384,92678948,March,72678948,263.39473999999996,0.32076932940585384
314,tt1298649,The Watch,102.0,"Action,Comedy,Horror",5.7,115757,Fox,32900000.0,2012-07-27,55000000,34353000,67130045,July,12130045,-77.94537272727273,0.4882619250441438
315,tt1298650,Pirates of the Caribbean: On Stranger Tides,136.0,"Action,Adventure,Fantasy",6.6,447624,BV,804600000.0,2011-05-20,410600000,241063875,1045663875,May,635063875,54.667285679493425,0.7694633230013803
316,tt1300854,Iron Man 3,130.0,"Action,Adventure,Sci-Fi",7.2,692794,BV,805800000.0,2013-05-03,200000000,408992272,1215392272,May,1015392272,407.696136,0.6634894910702542
317,tt1302011,Kung Fu Panda 2,90.0,"Action,Adventure,Animation",7.2,228465,P/DW,500400000.0,2011-05-26,150000000,165249063,664837547,May,514837547,243.22503133333333,0.7514444487293676
